base|N BC|Fournisseur|Dscription|FreeTxt|Pole Support|Comments|Qte Cmd|PU|Remise|Total|Total Ap Rem|N RC|Qte Rec|
RMM_BUILDING|24000116|ASK GRAS SAVOYE|Assurance auto||PS08|ASSURANCE  AUTO  FLOTTE DU 01/01/2020  AU  31/12/2020  DE  17.00   DHS Basé sur Demande d&#039;achat 24000131.|1.00|17.00|0.00|17.00|17.00|24000129|1.00|
RMM_BUILDING|24000117|ASK GRAS SAVOYE|Assurance auto||PS08|ASSURANCE FLOTTE AUTO DU 01/01/2019   AU  31/12/2019 DE  13 798,89 DHS Basé sur Demande d&#039;achat 24000132.|1.00|13798.89|0.00|13798.89|13798.89|24000130|1.00|
RMM_BUILDING|24000118|ASK GRAS SAVOYE|Assurance auto||PS08|ASSURANCE FLOTTE AUTO DU 01/01/2020  AU  31/12/2020  de  4708,23  DHS Basé sur Demande d&#039;achat 24000133.|1.00|4708.23|0.00|4708.23|4708.23|24000128|1.00|
RMM_BUILDING|24000119|FONDATION MFADEL POUR LES OEUVRES SOCIAL|DONS||PS08|Basé sur Demande d&#039;achat 24000136.|1.00|20000.00|0.00|20000.00|20000.00|24000121|1.00|
RMM_BUILDING|24000120|MAPLE DECO|Prestation de services|Montage et Demontage maquette du Zenata vers Casa yc transport allez et retour.|PS08|Basé sur Demande d&#039;achat 24000137.|1.00|2000.00|0.00|2000.00|2000.00|||
RMM_BUILDING|24000121|SBIRY FATIMA|Prestation de services||PS08|AVRIL 2024 Basé sur Demande d&#039;achat 24000138.|1.00|15000.00|0.00|15000.00|15000.00|24000123|1.00|
RMM_BUILDING|24000122|VISION VOYAGE|Voyage affaire|:Faveur Mr Mfadel tarik|PS09|Basé sur Demande d&#039;achat 24000140.|1.00|15843.00|0.00|15843.00|15843.00|24000139|1.00|
RMM_BUILDING|24000132|SECTION PLUS|Femme de menage|: 26 jrs||MARS/AVRIL 2024 Basé sur Demande d&#039;achat 24000149.|5.00|3000.00|0.00|15000.00|15000.00|||
RMM_BUILDING|24000132|SECTION PLUS|Femme de menage|: 24 jrs||MARS/AVRIL 2024 Basé sur Demande d&#039;achat 24000149.|1.00|2769.23|0.00|2769.23|2769.23|||
RMM_BUILDING|24000132|SECTION PLUS|Femme de menage|: 6 jrs||MARS/AVRIL 2024 Basé sur Demande d&#039;achat 24000149.|6.00|115.38|0.00|692.31|692.31|||
RMM_BUILDING|24000133|INFO COPIE|Impression|A3 NB|PS08|Basé sur Demande d&#039;achat 24000150.|95.00|1.66|0.00|158.33|158.33|24000146|95.00|
RMM_BUILDING|24000133|INFO COPIE|Impression|A3 CL|PS08|Basé sur Demande d&#039;achat 24000150.|9.00|2.50|0.00|22.50|22.50|24000146|9.00|
RMM_BUILDING|24000133|INFO COPIE|Impression|A3 NB|PS08|Basé sur Demande d&#039;achat 24000150.|11.00|1.66|0.00|18.33|18.33|24000146|11.00|
RMM_BUILDING|24000133|INFO COPIE|Impression|de plans A1 Couleur|PS08|Basé sur Demande d&#039;achat 24000150.|4.00|25.00|0.00|100.00|100.00|24000146|4.00|
RMM_BUILDING|24000134|AGEON CONSULTING|Prestation de services|:Mission decoration &amp; ameublement appart L21;F7 CP/appart témoin OP|PS08|Basé sur Demande d&#039;achat 24000152.|1.00|30000.00|0.00|30000.00|30000.00|24000162|1.00|
RMM_BUILDING|24000137|DIGIBAY|Cadeaux client|:Machine a laver MAL WTE7512BOB/WTV7513BB 7KG 1000T A+++ NOIR BEKO||Bénificiare:Alaoui Ismaili Ismael C07-081Basé sur Demande d&#039;achat 24000155.|1.00|3599.00|0.00|3599.00|3599.00|24000163|1.00|
RMM_BUILDING|24000137|DIGIBAY|Cadeaux client|:Refrigirateur COMB WFNF 81E K NOIR DUAL NF 320L A+ WHIRLPOOL||Bénificiare:Alaoui Ismaili Ismael C07-081Basé sur Demande d&#039;achat 24000155.|1.00|6499.00|0.00|6499.00|6499.00|24000163|1.00|
RMM_BUILDING|24000139|AUDACE AUTO|Entretien|Ampole P21/5W|PS08|Mohammed Zarkani;Matricule:29150B7 Basé sur Demande d&#039;achat 24000151.|1.00|22.00|0.00|22.00|22.00|24000138|1.00|
RMM_BUILDING|24000139|AUDACE AUTO|Entretien|Ampole P21/5W|PS08|Mohammed Zarkani;Matricule:29150B7 Basé sur Demande d&#039;achat 24000151.|1.00|22.00|0.00|22.00|22.00|24000144|1.00|
RMM_BUILDING|24000139|AUDACE AUTO|Pneu|ULTRACONTACT|PS08|Mohammed Zarkani;Matricule:29150B7 Basé sur Demande d&#039;achat 24000151.|4.00|956.31|25.00|3825.24|2868.93|24000138|4.00|
RMM_BUILDING|24000139|AUDACE AUTO|Pneu|ULTRACONTACT|PS08|Mohammed Zarkani;Matricule:29150B7 Basé sur Demande d&#039;achat 24000151.|4.00|956.31|25.00|3825.24|2868.93|24000144|4.00|
RMM_BUILDING|24000140|TOP AUTO MOHAMMEDIA|Entretien|et reparation:Compresseur de clim|PS08|AICHA KIRAD;Matricule:2407-B-7 Basé sur Demande d&#039;achat 24000157.|1.00|1916.56|0.00|1916.56|1916.56|||
RMM_BUILDING|24000141|SBIRY FATIMA|Prestation de services||PS08|MARS 2024 Basé sur Demande d&#039;achat 24000158.|1.00|17000.00|0.00|17000.00|17000.00|24000153|1.00|
RMM_BUILDING|24000142|NEOKECH|TABLEAU D&#039;EXPOSITION||PS09|VT Basé sur Demande d&#039;achat 24000159.|1.00|200000.00|0.00|200000.00|200000.00|24000154|1.00|
RMM_BUILDING|24000144|NS Signature|Chocolats||PS09|Basé sur Demande d&#039;achat 24000161.|1.00|4000.00|0.00|4000.00|4000.00|24000155|1.00|
YASMINE_FONCIERE|23001099|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217204ELECTRICITE MNO ASC 1 IMM N Basé sur Demande d&#039;achat 23001067.|5.00|1000.00|0.00|5000.00|5000.00|23001603|1.00|
YASMINE_FONCIERE|23001099|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217204ELECTRICITE MNO ASC 1 IMM N Basé sur Demande d&#039;achat 23001067.|5.00|1000.00|0.00|5000.00|5000.00|23001603|1.00|
YASMINE_FONCIERE|23001099|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217204ELECTRICITE MNO ASC 1 IMM N Basé sur Demande d&#039;achat 23001067.|5.00|1000.00|0.00|5000.00|5000.00|23001603|1.00|
YASMINE_FONCIERE|24000001|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217202ELECTRICITE MNO ASC 2 IMM M2 Basé sur Demande d&#039;achat 23001069.|5.00|1000.00|0.00|5000.00|5000.00|23001615|1.00|
YASMINE_FONCIERE|24000001|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217202ELECTRICITE MNO ASC 2 IMM M2 Basé sur Demande d&#039;achat 23001069.|5.00|1000.00|0.00|5000.00|5000.00|23001615|1.00|
YASMINE_FONCIERE|24000001|LYDEC|Electricite||PS10|DA COMPLEMENTAIRE POUR Contrat n°: M217202ELECTRICITE MNO ASC 2 IMM M2 Basé sur Demande d&#039;achat 23001069.|5.00|1000.00|0.00|5000.00|5000.00|23001615|1.00|
YASMINE_FONCIERE|24000002|OUSSAAD NEGOCE|Ramette Papier|A4 80G Target|PS15|CMD PRECEDENTE LIVREE LE 14/11/2023 Basé sur Demande d&#039;achat 24000003.|70.00|35.00|12.50|2450.00|2143.75|24000012|70.00|
YASMINE_FONCIERE|24000004|AZUNIX  SARL|Switch : CBS350 Managed 24-port GE,4*10G SFP+|(2)/Point d&#039;access GrandStream GWN7001(1)/GWN7615(4);Firewall : FortiGate-61F+FortiCare Premium and|PS04|Projet mise à niveaux infrastructure réseau SIEGE;MP:-20% avance-60% à la livraison-20% a la reception.Basé sur Demande d&#039;achat 24000001.|1.00|165243.00|0.00|165243.00|165243.00|||
YASMINE_FONCIERE|24000006|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:Eau sidi ali 33cl|PS15|BDV WE LIVE JANVIER 2024 Basé sur Demande d&#039;achat 24000006.|80.00|22.95|0.00|1836.00|1836.00|24000006|80.00|
YASMINE_FONCIERE|24000007|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|L:03/01/2024|PS15|FDC WE LIVE JANVIER 2024 Basé sur Demande d&#039;achat 24000007.|1.00|1853.80|0.00|1853.80|1853.80|24000005|1.00|
YASMINE_FONCIERE|24000008|ASWAK ASSALAM|Repas|Couscous|PS17|VENDREDI 05/01/2024 Basé sur Demande d&#039;achat 24000008.|1.00|3982.05|0.00|3982.05|3982.05|24000008|1.00|
YASMINE_FONCIERE|24000009|HATIM BOUKHRIS|Honoraire Avocat|:Abonnement du mois d&#039;OCTOBRE,NOVEMBRE et DECEMBRE 2023|PS18|4 TRIMESTRE DU 2023 Basé sur Demande d&#039;achat 24000009.|3.00|12000.00|0.00|36000.00|36000.00|24000010|3.00|
YASMINE_FONCIERE|24000010|NOVOTEL MOHAMMEDIA|Séjour|CHOFA Driss;du23 au 26/12/2023|PS17|PO Mr imad Basé sur Demande d&#039;achat 24000010.|1.00|2968.80|0.00|2968.80|2968.80|23001653|1.00|
YASMINE_FONCIERE|24000011|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:08/01/2024|PS15|Complement BDV KPC Basé sur Demande d&#039;achat 24000011.|1.00|119.40|0.00|119.40|119.40|24000009|1.00|
YASMINE_FONCIERE|24000012|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:Eau ain saiss 33cl|PS15|Eau Siege janvier 2024. Basé sur Demande d&#039;achat 24000012.|72.00|1.89|0.00|136.79|136.79|24000007|72.00|
YASMINE_FONCIERE|24000012|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:Eau sidi ali 33cl|PS15|Eau Siege janvier 2024. Basé sur Demande d&#039;achat 24000012.|360.00|2.00|0.00|720.00|720.00|24000007|360.00|
YASMINE_FONCIERE|24000013|INFO COPIE|Cachet|&#039;&#039;NAVIS PROPERTY SA&#039;&#039; pour les courssiers|PS15|Basé sur Demande d&#039;achat 24000013.|3.00|83.33|0.00|250.00|250.00|23001625|3.00|
YASMINE_FONCIERE|24000013|INFO COPIE|Caoutchouc Pour Cachet|&#039;&#039;NAVIS PROPERTY SA&#039;&#039; pour chargée d&#039;acceuil|PS15|Basé sur Demande d&#039;achat 24000013.|1.00|41.66|0.00|41.67|41.67|23001625|1.00|
YASMINE_FONCIERE|24000013|INFO COPIE|Tableau Blanc|90*60 CRC|PS15|Basé sur Demande d&#039;achat 24000013.|1.00|250.00|0.00|250.00|250.00|23001625|1.00|
YASMINE_FONCIERE|24000013|INFO COPIE|Scan plan CL||PS15|Basé sur Demande d&#039;achat 24000013.|2.00|55.83|0.00|111.66|111.66|23001626|2.00|
YASMINE_FONCIERE|24000013|INFO COPIE|Impression|plans/CL|PS15|Basé sur Demande d&#039;achat 24000013.|4.00|55.83|0.00|223.32|223.32|23001626|4.00|
YASMINE_FONCIERE|24000015|FIRST INFORMATIQUE|PC DELL LATTITUDE 5440 I7-1365U 14 FHD 16 GO 512 GO SSD WIN11 PRO 36M||PS04|Bénéficiaires : Yassir BoutarfHanane Soussy Basé sur Demande d&#039;achat 24000005.|2.00|13350.00|0.00|26700.00|26700.00|24000029|2.00|
YASMINE_FONCIERE|24000016|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|03/01/2024|PS15|FDC SIEGE JANVIER 2024 Basé sur Demande d&#039;achat 24000017.|1.00|2278.60|0.00|2278.60|2278.60|24000004|1.00|
YASMINE_FONCIERE|24000017|HATIM BOUKHRIS|Honoraire Avocat|Accompagnement juridique projet immobilierbresidentiel dakar|PS18|Basé sur Demande d&#039;achat 24000018.|1.00|13500.00|0.00|13500.00|13500.00|23001627|1.00|
YASMINE_FONCIERE|24000018|EAGLE ENGINEERING|Honoraires de service|1ère tranche d&#039;accompagnement a la maintenance du systeme d management qualité(2023-2024)|PS18|Basé sur Demande d&#039;achat 24000021.|1.00|79800.00|0.00|79800.00|79800.00|23001628|1.00|
YASMINE_FONCIERE|24000019|LYDEC|Eau||PS10|DA COMPLEMNATIRE POUR Contrat n°: M166145EAU MNO ESC IMM M 1 Basé sur Demande d&#039;achat 23001075.|5.00|10000.00|0.00|50000.00|50000.00|23001663|1.00|
YASMINE_FONCIERE|24000021|YEALEAD|Licence 3CX Pro Annuelle|logiciel + license|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|2887.00|0.00|2887.00|2887.00|||
YASMINE_FONCIERE|24000021|YEALEAD|Presatation de service Informatique|Mise en place de la solution VICIDIAL|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|4.00|3000.00|0.00|12000.00|12000.00|||
YASMINE_FONCIERE|24000021|YEALEAD|Passerelle Openvox SWG-3008G  8 ports GSM|pour VICIDIAL|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|8535.03|3.00|8535.03|8278.97|||
YASMINE_FONCIERE|24000021|YEALEAD|Passerelle DINSTAR MTG200  VoIP Accès primaire|pour 3CX|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|7789.05|5.00|7789.05|7399.59|||
YASMINE_FONCIERE|24000021|YEALEAD|Abonnement|VPS Hosting Serveur privé dedié pour 3CX|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|3325.00|5.00|3325.00|3158.75|||
YASMINE_FONCIERE|24000021|YEALEAD|Abonnement|VPS Hosting Serveur privé dedié pour VICIDIAL|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|2799.00|0.00|2799.00|2799.00|||
YASMINE_FONCIERE|24000021|YEALEAD|Presatation de service Informatique|Installation et configuration du matériel + Paramétrage de la solution 3CX+Formation des agents|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|4.00|3000.00|0.00|12000.00|12000.00|||
YASMINE_FONCIERE|24000021|YEALEAD|Maintenance|Maintenance curative et préventive en matériels et logiciels informatiques|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|1.00|6000.00|0.00|6000.00|6000.00|||
YASMINE_FONCIERE|24000021|YEALEAD|Casque|Fanvil HT302-U Casque USB Duo|PS04|+Matériel sous un an de garantie et un mois de support technique offert pour Passerelle OpenVox et Passerelle DINSTAR+Infogérance et Maintenance d&#039;un an (à partir d&#039;un mois après récéption).MP:20%AVANCE60%A LA LIVRAISON20%A LA RECEPTIONDA 24000022.|5.00|521.55|5.00|2607.75|2477.36|||
YASMINE_FONCIERE|24000022|2APM Distribution|Reparation|plaquette|PS15|Gananache youssef 32891-B-72 Basé sur Demande d&#039;achat 24000023.|1.00|408.00|0.00|408.00|408.00|24000028|1.00|
YASMINE_FONCIERE|24000023|2APM Distribution|Vidange|+MO|PS15|Daouichy Abdelhak;32888B72 Basé sur Demande d&#039;achat 24000019.|1.00|1176.00|0.00|1176.00|1176.00|24000027|1.00|
YASMINE_FONCIERE|24000023|2APM Distribution|Reparation|Batterie force|PS15|Daouichy Abdelhak;32888B72 Basé sur Demande d&#039;achat 24000019.|1.00|900.00|0.00|900.00|900.00|24000027|1.00|
YASMINE_FONCIERE|24000024|RAOUIA INFO|Prestation de service|CR004/PL/CALCULE/RC|PS18|Basé sur Demande d&#039;achat 24000024.|1.00|389.50|0.00|389.50|389.50|23001643|1.00|
YASMINE_FONCIERE|24000025|Best Info Tech|Cable|HDMI|PS15|Basé sur Demande d&#039;achat 24000025.|3.00|18.00|0.00|54.00|54.00|24000031|3.00|
YASMINE_FONCIERE|24000025|Best Info Tech|Adaptateur|VGA/HDMI|PS15|Basé sur Demande d&#039;achat 24000025.|3.00|65.00|0.00|195.00|195.00|24000031|3.00|
YASMINE_FONCIERE|24000025|Best Info Tech|Adaptateur|C/HDMI|PS15|Basé sur Demande d&#039;achat 24000025.|3.00|90.00|0.00|270.00|270.00|24000031|3.00|
YASMINE_FONCIERE|24000026|ASWAK ASSALAM|Repas|Couscous|PS17|Vendredi 12/01/2024 avec MT Basé sur Demande d&#039;achat 24000026.|1.00|3970.23|0.00|3970.23|3970.23|24000017|1.00|
YASMINE_FONCIERE|24000027|SECTION I SECURITE|Securite|Agent de sécutité nuit|PS18|VILLA PDG(BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000027.|12.00|4140.00|0.00|49680.00|49680.00|24000102|1.00|
YASMINE_FONCIERE|24000027|SECTION I SECURITE|Securite|Agent de sécutité nuit|PS18|VILLA PDG(BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000027.|12.00|4140.00|0.00|49680.00|49680.00|24000065|1.00|
YASMINE_FONCIERE|24000027|SECTION I SECURITE|Securite|Agent de sécutité nuit|PS18|VILLA PDG(BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000027.|12.00|4140.00|0.00|49680.00|49680.00|24000214|1.00|
YASMINE_FONCIERE|24000027|SECTION I SECURITE|Securite|Agent de sécutité nuit|PS18|VILLA PDG(BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000027.|12.00|4140.00|0.00|49680.00|49680.00|24000213|1.00|
YASMINE_FONCIERE|24000031|NACIRECK PLUS|Femme de menage|decembre 2023|PS15|stock appartement CP/KPC Basé sur Demande d&#039;achat 24000052.|1.00|3000.00|0.00|3000.00|3000.00|23001654|1.00|
YASMINE_FONCIERE|24000032|ASWAK ASSALAM|Repas|Couscous|PS15|Vendredi 19/01/2024 Basé sur Demande d&#039;achat 24000053.|1.00|3808.40|0.00|3808.40|3808.40|24000025|1.00|
YASMINE_FONCIERE|24000033|FINASSURE|Assurance mutuelle||PS12|Assurance Mutuelle DIM  4 T du 01/10/2023  au  31/12/2023 Basé sur Demande d&#039;achat 24000049.|1.00|98411.38|0.00|98411.38|98411.38|24000033|1.00|
YASMINE_FONCIERE|24000034|FINASSURE|Autre Assurances||PS12|ASSURANCE BATEAU DE PLAISANCE DU 01/01/2024   AU  31/12/2024 Basé sur Demande d&#039;achat 24000050.|1.00|15855.00|0.00|15855.00|15855.00|24000034|1.00|
YASMINE_FONCIERE|24000035|AMA STORE|Store|:Changement tissu fenetre open space N°1+Mecanisme pour cuisine|PS19|Basé sur Demande d&#039;achat 24000054.|1.00|1603.20|0.00|1603.20|1603.20|||
YASMINE_FONCIERE|24000035|AMA STORE|Store|VerticaL 3.17 BUREAU DAF|PS19|Basé sur Demande d&#039;achat 24000054.|1.00|543.80|0.00|543.80|543.80|||
YASMINE_FONCIERE|24000036|NACIRECK PLUS|Femme de menage||PS15|Stock appart CP/KPC ANNEE 2024 NACIRECK Basé sur Demande d&#039;achat 24000055.|12.00|3000.00|0.00|36000.00|36000.00|24000077|1.00|
YASMINE_FONCIERE|24000037|2APM Distribution|Reparation|Balais essuie glace|PS15|HALIMA LAMKINSSI;37413-b-72 Basé sur Demande d&#039;achat 24000056.|1.00|216.00|0.00|216.00|216.00|24000026|1.00|
YASMINE_FONCIERE|24000038|AMTEL|Télephone Portable|Samsung Galaxy S24 8/256 Go ONYX BLACK+ CHARGEUR GRATUIT|PS15|Bénificiare:Nadia EL houdaigui Basé sur Demande d&#039;achat 24000057.|1.00|10989.99|8.34|10990.00|10073.40|24000041|1.00|
YASMINE_FONCIERE|24000039|Best Info Tech|Barrette memoire||PS15|Mme ALLALI Basé sur Demande d&#039;achat 24000051.|1.00|260.00|0.00|260.00|260.00|24000050|1.00|
YASMINE_FONCIERE|24000039|Best Info Tech|Disque Dur||PS15|Mme ALLALI Basé sur Demande d&#039;achat 24000051.|1.00|470.00|0.00|470.00|470.00|24000050|1.00|
YASMINE_FONCIERE|24000040|INTERFACE RESSOURCES HUMAINES ET COACHING|Prestation de service|:Recrutement Technicien IT Hamza Bouhlal|PS18|Basé sur Demande d&#039;achat 24000060.|1.00|9369.60|0.00|9369.60|9369.60|24000021|1.00|
YASMINE_FONCIERE|24000040|INTERFACE RESSOURCES HUMAINES ET COACHING|Prestation de service|:Recrutement RESPONSABLE IT Oussama Aboujaafar|PS18|Basé sur Demande d&#039;achat 24000060.|1.00|21953.88|0.00|21953.88|21953.88|24000022|1.00|
YASMINE_FONCIERE|24000040|INTERFACE RESSOURCES HUMAINES ET COACHING|Prestation de service|:Recrutement Responsable Marketing Sara Elghalimi|PS18|Basé sur Demande d&#039;achat 24000060.|1.00|39935.62|0.00|39935.62|39935.62|24000023|1.00|
YASMINE_FONCIERE|24000041|S.C.A.E|Assurance auto||PS12|ASSURANCE MFADEL ABDELLAH YASSINE  MERCEDES 34825-E-01  DU 01.01.2024  AU 31.12.2024 Basé sur Demande d&#039;achat 24000058.|1.00|27686.44|0.00|27686.44|27686.44|24000040|1.00|
YASMINE_FONCIERE|24000042|S.C.A.E|Assurance auto||PS12|ASSURANCE MFADEL ABDELLAH YASSINE  CARTE  VERTE MERCEDES 34825-E-01  du 01.01.2024  au 31.12.2024 Basé sur Demande d&#039;achat 24000059.|1.00|500.00|0.00|500.00|500.00|24000039|1.00|
YASMINE_FONCIERE|24000050|ASWAK ASSALAM|Repas|Couscous|PS15|Vendredi 26/01/2024 Basé sur Demande d&#039;achat 24000067.|1.00|3946.20|0.00|3946.20|3946.20|24000044|1.00|
YASMINE_FONCIERE|24000053|Nestle Maroc|Capsules|VOLLUTO|PS15|Complement du stock Basé sur Demande d&#039;achat 24000070.|120.00|51.96|0.00|6235.20|6235.20|24000058|120.00|
YASMINE_FONCIERE|24000054|FINASSURE|Assurance AT||PS12|ASSURANCE ACCIDENTS DE TRAVAIL DU 01/01/2024 AU 31/12/2024 Basé sur Demande d&#039;achat 24000073.|1.00|45764.89|0.00|45764.89|45764.89|24000063|1.00|
YASMINE_FONCIERE|24000055|FINASSURE|Assurances multirisque||PS12|ASSURANCE MULTIRISQUES  INDUSTRIELLE DU 01/01/2024  AU 31/12/2024 Basé sur Demande d&#039;achat 24000072.|1.00|20635.91|0.00|20635.91|20635.91|24000062|1.00|
YASMINE_FONCIERE|24000056|FINASSURE|Assurances multirisque||PS12|ASSURANCE MULTIRISQUES INDUSTRIELLE DU 01/01/2024 AU 31/12/2024 Basé sur Demande d&#039;achat 24000071.|1.00|23897.46|0.00|23897.46|23897.46|24000061|1.00|
YASMINE_FONCIERE|24000057|FINASSURE|Assurances multirisque||PS12|ASSURANCE MULTIRISQUES INDUSTRIELLE DU 01/01/2024 AU 31/12/2024 Basé sur Demande d&#039;achat 24000069.|1.00|14015.27|0.00|14015.27|14015.27|24000060|1.00|
YASMINE_FONCIERE|24000059|ASWAK ASSALAM|Repas|Couscous|PS15|Vendredi 02/02/2024 Basé sur Demande d&#039;achat 24000077.|1.00|3958.74|0.00|3958.74|3958.74|24000042|1.00|
YASMINE_FONCIERE|24000060|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:Eau ain saiss 33cl|PS15|Eau Siege FEVRIER 2024. Basé sur Demande d&#039;achat 24000078.|72.00|1.90|0.00|136.80|136.80|24000043|72.00|
YASMINE_FONCIERE|24000060|ASWAK ASSALAM|Produits de nettoyage et consommable cuisine|:Eau sidi ali 33cl|PS15|Eau Siege FEVRIER 2024. Basé sur Demande d&#039;achat 24000078.|360.00|2.00|0.00|720.00|720.00|24000043|360.00|
YASMINE_FONCIERE|24000061|ACCORD SYSTEMS|5 Pointeuses HIK VISION+Logiciel de gestion de pointage+Formation+ pose et fixation||PS04|Projet Pointage siege + bureau de vente -MP:20% Avance/60% A la livraison/20% A la réception.Basé sur Demande d&#039;achat 24000076.|1.00|17500.00|0.00|17500.00|17500.00|24000232|1.00|
YASMINE_FONCIERE|24000062|POL IT|IMPRIMANTE HP LASER M283 FDW COULEUR 4EN1|4 en 1|PS04|Bénéficiaires:AFAF CHABINI/NADIA EL HOUDAIGUI.1operation avec fournisseur Basé sur Demande d&#039;achat 24000074.|2.00|4399.99|6.38|8800.00|8238.29|24000049|2.00|
YASMINE_FONCIERE|24000063|Best Info Tech|Switch|TPLINK 8 ports 1 Gigabit|PS04|Rallonge et cables réseaux pour projet mise à niveau infrastructure,Switch pour bureau Oussama et Hamza Basé sur Demande d&#039;achat 24000075.|1.00|220.00|7.94|220.00|202.51|24000051|1.00|
YASMINE_FONCIERE|24000063|Best Info Tech|Rallonge|Rallonge rackable pour rack local informatique|PS04|Rallonge et cables réseaux pour projet mise à niveau infrastructure,Switch pour bureau Oussama et Hamza Basé sur Demande d&#039;achat 24000075.|1.00|220.00|12.00|220.00|193.60|24000051|1.00|
YASMINE_FONCIERE|24000063|Best Info Tech|Cable|Cable réseau rouge|PS04|Rallonge et cables réseaux pour projet mise à niveau infrastructure,Switch pour bureau Oussama et Hamza Basé sur Demande d&#039;achat 24000075.|10.00|17.00|10.52|170.00|152.10|24000051|10.00|
YASMINE_FONCIERE|24000063|Best Info Tech|Cable|Cable réseau vert|PS04|Rallonge et cables réseaux pour projet mise à niveau infrastructure,Switch pour bureau Oussama et Hamza Basé sur Demande d&#039;achat 24000075.|10.00|17.00|10.52|170.00|152.10|24000051|10.00|
YASMINE_FONCIERE|24000063|Best Info Tech|Cable|Cable réseau bleu|PS04|Rallonge et cables réseaux pour projet mise à niveau infrastructure,Switch pour bureau Oussama et Hamza Basé sur Demande d&#039;achat 24000075.|10.00|17.00|10.52|170.00|152.10|24000051|10.00|
YASMINE_FONCIERE|24000064|AMTEL|Télephone Portable|Samsung Galaxy A54 8/256 Go BLACK+ CHARGEUR GRATUIT|PS15|Camelia sherry Senhaji;MP a la livraison Basé sur Demande d&#039;achat 24000080.|1.00|4749.00|0.00|4749.00|4749.00|24000078|1.00|
YASMINE_FONCIERE|24000069|RAOUIA INFO|Prestation de service|CR004/RC|PS18|Basé sur Demande d&#039;achat 24000085.|1.00|8920.50|0.00|8920.50|8920.50|24000048|1.00|
YASMINE_FONCIERE|24000070|EXPO ENERGY|Store|Changement tissu fenetre open space/nouveau store pour cuisine/Reparation lame|PS19|BUREAU DAF/OPEN SPACE N°1/CUISINE. Basé sur Demande d&#039;achat 24000079.|1.00|2000.00|28.57|2000.00|1428.57|24000247|1.00|
